anio,concepto,rotulo,documento_origen,estado_financiero,pagina,nota,evidencia_linea,valor_pdf,valor_consolidado,coincide,estado,confianza
2020,c_gasto_impuesto_diferido,CF - Gasto impuesto diferido,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,12.2,Gasto por impuesto Diferido 12.2 (8.389) 4.404,4404,4404.0,True,ACEPTADO,ALTA
2021,c_gasto_impuesto_diferido,CF - Gasto impuesto diferido,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,12.2,Gasto por impuesto Diferido 12.2 (8.389) 4.404,-8389,-8389.0,True,ACEPTADO,ALTA
2022,c_gasto_impuesto_diferido,CF - Gasto impuesto diferido,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,11.2,Gasto por impuesto Diferido 11.2 (9.058) (8.389),-9058,-9058.0,True,ACEPTADO,ALTA
2023,c_gasto_impuesto_diferido,CF - Gasto impuesto diferido,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,11.2,Gasto por impuesto Diferido 11.2 6.197 (9.058),6197,6197.0,True,ACEPTADO,ALTA
2024,c_gasto_impuesto_diferido,CF - Gasto impuesto diferido,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Gasto por impuesto Diferido 12 (6.356) 6.197,-6356,-6356.0,True,ACEPTADO,ALTA
2025,c_gasto_impuesto_diferido,CF - Gasto impuesto diferido,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Gasto por impuesto Diferido 12 (256) (6.356),-256,-256.0,True,ACEPTADO,ALTA
2020,c_baja_ppye,CF - Baja propiedades y equipo,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Propiedades y equipo 14 7 641,641,641.0,True,ACEPTADO,ALTA
2021,c_baja_ppye,CF - Baja propiedades y equipo,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Propiedades y equipo 14 7 641,7,7.0,True,ACEPTADO,ALTA
2022,c_baja_ppye,CF - Baja propiedades y equipo,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Propiedades y equipo 13 5.118 7,5118,5118.0,True,ACEPTADO,ALTA
2023,c_baja_ppye,CF - Baja propiedades y equipo,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Propiedades y equipo 13 - 5.118,,,True,ACEPTADO,ALTA
2024,c_baja_ppye,CF - Baja propiedades y equipo,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Baja en Propiedades y equipo 14 181 -,181,181.0,True,ACEPTADO,ALTA
2025,c_baja_ppye,CF - Baja propiedades y equipo,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Propiedades y equipo 14 841 181,841,841.0,True,ACEPTADO,ALTA
2020,c_baja_depreciacion_ppye,CF - Baja por depreciacion PyE,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja Depreciación en Propiedades y equipo 14 - (629),-629,-629.0,True,ACEPTADO,ALTA
2021,c_baja_depreciacion_ppye,CF - Baja por depreciacion PyE,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja Depreciación en Propiedades y equipo 14 - (629),,,True,ACEPTADO,ALTA
2022,c_baja_depreciacion_ppye,CF - Baja por depreciacion PyE,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja Depreciación en Propiedades y equipo 13 (5.118) -,-5118,-5118.0,True,ACEPTADO,ALTA
2023,c_baja_depreciacion_ppye,CF - Baja por depreciacion PyE,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja Depreciación en Propiedades y equipo 13 - (5.118),,,True,ACEPTADO,ALTA
2024,c_baja_depreciacion_ppye,CF - Baja por depreciacion PyE,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Baja Depreciación en Propiedades y equipo 14 (145) -,-145,-145.0,True,ACEPTADO,ALTA
2025,c_baja_depreciacion_ppye,CF - Baja por depreciacion PyE,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja Depreciación en Propiedades y equipo 14 (841) (145),-841,-841.0,True,ACEPTADO,ALTA
2020,c_baja_intangibles,CF - Baja activos intangibles,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Activos Intangibles 15 4.707 -,,,True,ACEPTADO,ALTA
2021,c_baja_intangibles,CF - Baja activos intangibles,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Activos Intangibles 15 4.707 -,4707,4707.0,True,ACEPTADO,ALTA
2022,c_baja_intangibles,CF - Baja activos intangibles,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Activos Intangibles 14 1.008 4.707,1008,1008.0,True,ACEPTADO,ALTA
2023,c_baja_intangibles,CF - Baja activos intangibles,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Activos Intangibles 14 124 1.008,124,124.0,True,ACEPTADO,ALTA
2024,c_baja_intangibles,CF - Baja activos intangibles,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Baja en Activos Intangibles 16 5.174 124,5174,5174.0,True,ACEPTADO,ALTA
2025,c_baja_intangibles,CF - Baja activos intangibles,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja en Activos Intangibles 16 3.863 5.174,3863,3863.0,True,ACEPTADO,ALTA
2020,c_baja_amortizacion_intangibles,CF - Baja por amortizacion intangibles,Estados Financieros_2021.pdf,,,,,,,,NO_ENCONTRADO,
2021,c_baja_amortizacion_intangibles,CF - Baja por amortizacion intangibles,Estados Financieros_2021.pdf,,,,,,,,NO_ENCONTRADO,
2022,c_baja_amortizacion_intangibles,CF - Baja por amortizacion intangibles,Estados Financieros_2022.pdf,,,,,,,,NO_ENCONTRADO,
2023,c_baja_amortizacion_intangibles,CF - Baja por amortizacion intangibles,Estados Financieros_2023.pdf,,,,,,,,NO_ENCONTRADO,
2024,c_baja_amortizacion_intangibles,CF - Baja por amortizacion intangibles,Estados Financieros_2024.pdf,,,,,,,,NO_ENCONTRADO,
2025,c_baja_amortizacion_intangibles,CF - Baja por amortizacion intangibles,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Baja Amortización en Activos Intangibles 16 (3.197) -,-3197,-3197.0,True,ACEPTADO,ALTA
2020,c_cuentas_por_cobrar,CF - Cambio cuentas por cobrar,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por cobrar (7.471) (6.965),-6965,-6965.0,True,ACEPTADO,ALTA
2021,c_cuentas_por_cobrar,CF - Cambio cuentas por cobrar,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por cobrar (7.471) (6.965),-7471,-7471.0,True,ACEPTADO,ALTA
2022,c_cuentas_por_cobrar,CF - Cambio cuentas por cobrar,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por cobrar (12.889) (7.471),-12889,-12889.0,True,ACEPTADO,ALTA
2023,c_cuentas_por_cobrar,CF - Cambio cuentas por cobrar,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por cobrar 7.729 (12.889),7729,7729.0,True,ACEPTADO,ALTA
2024,c_cuentas_por_cobrar,CF - Cambio cuentas por cobrar,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Cuentas por cobrar 18.693 7.729,18693,18693.0,True,ACEPTADO,ALTA
2025,c_cuentas_por_cobrar,CF - Cambio cuentas por cobrar,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por cobrar (28.838) 18.693,-28838,-28838.0,True,ACEPTADO,ALTA
2020,c_otros_activos,CF - Cambio otros activos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Otros activos (10.427) (4.453),-4453,-4453.0,True,ACEPTADO,ALTA
2021,c_otros_activos,CF - Cambio otros activos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Otros activos (10.427) (4.453),-10427,-10427.0,True,ACEPTADO,ALTA
2022,c_otros_activos,CF - Cambio otros activos,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Otros activos (6.688) (10.427),-6688,-6688.0,True,ACEPTADO,ALTA
2023,c_otros_activos,CF - Cambio otros activos,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Otros activos (7.002) (6.688),-7002,-7002.0,True,ACEPTADO,ALTA
2024,c_otros_activos,CF - Cambio otros activos,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Otros activos (12.235) (7.002),-12235,-12235.0,True,ACEPTADO,ALTA
2025,c_otros_activos,CF - Cambio otros activos,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Otros activos (7.804) (12.235),-7804,-7804.0,True,ACEPTADO,ALTA
2020,c_cuentas_por_pagar,CF - Cambio cuentas por pagar,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por pagar 3.888 293,293,293.0,True,ACEPTADO,ALTA
2021,c_cuentas_por_pagar,CF - Cambio cuentas por pagar,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por pagar 3.888 293,3888,3888.0,True,ACEPTADO,ALTA
2022,c_cuentas_por_pagar,CF - Cambio cuentas por pagar,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por pagar (4.725) 3.888,-4725,-4725.0,True,ACEPTADO,ALTA
2023,c_cuentas_por_pagar,CF - Cambio cuentas por pagar,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por pagar 9.747 (4.725),9747,9747.0,True,ACEPTADO,ALTA
2024,c_cuentas_por_pagar,CF - Cambio cuentas por pagar,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Cuentas por pagar (12.102) 9.747,-12102,-12102.0,True,ACEPTADO,ALTA
2025,c_cuentas_por_pagar,CF - Cambio cuentas por pagar,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Cuentas por pagar (1.984) (12.102),-1984,-1984.0,True,ACEPTADO,ALTA
2020,c_impuestos_neto,CF - Impuestos netos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Impuestos, neto 1.941 17.833",17833,17833.0,True,ACEPTADO,ALTA
2021,c_impuestos_neto,CF - Impuestos netos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Impuestos, neto 1.941 17.833",1941,1941.0,True,ACEPTADO,ALTA
2022,c_impuestos_neto,CF - Impuestos netos,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Impuestos, neto (1.517) 1.941",-1517,-1517.0,True,ACEPTADO,ALTA
2023,c_impuestos_neto,CF - Impuestos netos,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Impuestos, neto (9.340) (1.517)",-9340,-9340.0,True,ACEPTADO,ALTA
2024,c_impuestos_neto,CF - Impuestos netos,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,"Impuestos, neto (13.135) (9.340)",-13135,-13135.0,True,ACEPTADO,ALTA
2025,c_impuestos_neto,CF - Impuestos netos,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Impuestos, neto 4.306 (13.135)",4306,4306.0,True,ACEPTADO,ALTA
2020,c_beneficios_empleados,CF - Beneficios a empleados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivo por beneficios a empleados (1.874) 621,621,621.0,True,ACEPTADO,ALTA
2021,c_beneficios_empleados,CF - Beneficios a empleados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivo por beneficios a empleados (1.874) 621,-1874,-1874.0,True,ACEPTADO,ALTA
2022,c_beneficios_empleados,CF - Beneficios a empleados,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivo por beneficios a empleados 1.120 (1.874),1120,1120.0,True,ACEPTADO,ALTA
2023,c_beneficios_empleados,CF - Beneficios a empleados,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivo por beneficios a empleados 368 1.120,368,368.0,True,ACEPTADO,ALTA
2024,c_beneficios_empleados,CF - Beneficios a empleados,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Pasivo por beneficios a empleados 847 368,847,847.0,True,ACEPTADO,ALTA
2025,c_beneficios_empleados,CF - Beneficios a empleados,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivo por beneficios a empleados 3.375 847,3375,3375.0,True,ACEPTADO,ALTA
2020,c_pasivos_provisiones,CF - Pasivos por provisiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivos por provisiones 1.357 5.716,5716,5716.0,True,ACEPTADO,ALTA
2021,c_pasivos_provisiones,CF - Pasivos por provisiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivos por provisiones 1.357 5.716,1357,1357.0,True,ACEPTADO,ALTA
2022,c_pasivos_provisiones,CF - Pasivos por provisiones,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivos por provisiones 169 1.357,169,169.0,True,ACEPTADO,ALTA
2023,c_pasivos_provisiones,CF - Pasivos por provisiones,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivos por provisiones (3.031) 169,-3031,-3031.0,True,ACEPTADO,ALTA
2024,c_pasivos_provisiones,CF - Pasivos por provisiones,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Pasivos por provisiones (500) (3.031),-500,-500.0,True,ACEPTADO,ALTA
2025,c_pasivos_provisiones,CF - Pasivos por provisiones,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pasivos por provisiones (833) (500),-833,-833.0,True,ACEPTADO,ALTA
2020,c_intereses_pagados,CF - Intereses pagados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Intereses pagados (746) (928),-928,-928.0,True,ACEPTADO,ALTA
2021,c_intereses_pagados,CF - Intereses pagados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Intereses pagados (746) (928),-746,-746.0,True,ACEPTADO,ALTA
2022,c_intereses_pagados,CF - Intereses pagados,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Intereses pagados (670) (746),-670,-670.0,True,ACEPTADO,ALTA
2023,c_intereses_pagados,CF - Intereses pagados,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Intereses pagados (667) (670),-667,-667.0,True,ACEPTADO,ALTA
2024,c_intereses_pagados,CF - Intereses pagados,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Intereses pagados (695) (667),-695,-695.0,True,ACEPTADO,ALTA
2025,c_intereses_pagados,CF - Intereses pagados,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Intereses pagados (578) (695),-578,-578.0,True,ACEPTADO,ALTA
2020,c_impuestos_pagados,CF - Impuestos pagados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Impuestos pagados (26.124) (26.422),-26422,-26422.0,True,ACEPTADO,ALTA
2021,c_impuestos_pagados,CF - Impuestos pagados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Impuestos pagados (26.124) (26.422),-26124,-26124.0,True,ACEPTADO,ALTA
2022,c_impuestos_pagados,CF - Impuestos pagados,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Impuestos pagados (30.693) (26.124),-30693,-30693.0,True,ACEPTADO,ALTA
2023,c_impuestos_pagados,CF - Impuestos pagados,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Impuestos pagados (31.518) (30.693),-31518,-31518.0,True,ACEPTADO,ALTA
2024,c_impuestos_pagados,CF - Impuestos pagados,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Impuestos pagados (32.679) (31.518),-32679,-32679.0,True,ACEPTADO,ALTA
2025,c_impuestos_pagados,CF - Impuestos pagados,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Impuestos pagados (39.786) (32.679),-39786,-39786.0,True,ACEPTADO,ALTA
2020,c_flujo_operacion,Flujo neto actividades de operacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto por las actividades de operación 63.425 64.532,64532,64532.0,True,ACEPTADO,ALTA
2021,c_flujo_operacion,Flujo neto actividades de operacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto por las actividades de operación 63.425 64.532,63425,63425.0,True,ACEPTADO,ALTA
2022,c_flujo_operacion,Flujo neto actividades de operacion,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto por las actividades $ 46.077 $ 63.425,46077,46077.0,True,ACEPTADO,ALTA
2023,c_flujo_operacion,Flujo neto actividades de operacion,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto por las actividades $ 46.437 $ 46.077,46437,46437.0,True,ACEPTADO,ALTA
2024,c_flujo_operacion,Flujo neto actividades de operacion,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Flujo neto de efectivo (usado) provisto por las actividades $ (7.419) $ 46.437,-7419,-7419.0,True,ACEPTADO,ALTA
2025,c_flujo_operacion,Flujo neto actividades de operacion,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado) por las actividades $ (14.903) $ (7.419),-14903,-14903.0,True,ACEPTADO,ALTA
2020,c_inversiones,CF - Inversiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Inversiones (23.752) (13.673),-13673,-13673.0,True,ACEPTADO,ALTA
2021,c_inversiones,CF - Inversiones,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Inversiones (23.752) (13.673),-23752,-23752.0,True,ACEPTADO,ALTA
2022,c_inversiones,CF - Inversiones,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Inversiones 15.341 (23.752),15341,15341.0,True,ACEPTADO,ALTA
2023,c_inversiones,CF - Inversiones,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Inversiones 6.816 15.341,6816,6816.0,True,ACEPTADO,ALTA
2024,c_inversiones,CF - Inversiones,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Inversiones 95.024 6.816,95024,95024.0,True,ACEPTADO,ALTA
2025,c_inversiones,CF - Inversiones,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Inversiones 27.622 95.024,27622,27622.0,True,ACEPTADO,ALTA
2020,c_adquisicion_ppye,CF - Adquisicion propiedades y equipo,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición propiedades y equipo 14 (16) (283),-283,-283.0,True,ACEPTADO,ALTA
2021,c_adquisicion_ppye,CF - Adquisicion propiedades y equipo,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición propiedades y equipo 14 (16) (283),-16,-16.0,True,ACEPTADO,ALTA
2022,c_adquisicion_ppye,CF - Adquisicion propiedades y equipo,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición propiedades y equipo 13 (52) (16),-52,-52.0,True,ACEPTADO,ALTA
2023,c_adquisicion_ppye,CF - Adquisicion propiedades y equipo,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición propiedades y equipo 13 (476) (52),-476,-476.0,True,ACEPTADO,ALTA
2024,c_adquisicion_ppye,CF - Adquisicion propiedades y equipo,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Adquisición propiedades y equipo 14 (87) (476),-87,-87.0,True,ACEPTADO,ALTA
2025,c_adquisicion_ppye,CF - Adquisicion propiedades y equipo,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición propiedades y equipo 14 (243) (87),-243,-243.0,True,ACEPTADO,ALTA
2020,c_adquisicion_intangibles,CF - Adquisicion intangibles,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición de activos intangibles 15 (4.200) (6.460),-6460,-6460.0,True,ACEPTADO,ALTA
2021,c_adquisicion_intangibles,CF - Adquisicion intangibles,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición de activos intangibles 15 (4.200) (6.460),-4200,-4200.0,True,ACEPTADO,ALTA
2022,c_adquisicion_intangibles,CF - Adquisicion intangibles,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición de activos intangibles 14 (3.391) (4.200),-3391,-3391.0,True,ACEPTADO,ALTA
2023,c_adquisicion_intangibles,CF - Adquisicion intangibles,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición de activos intangibles 14 (4.802) (3.391),-4802,-4802.0,True,ACEPTADO,ALTA
2024,c_adquisicion_intangibles,CF - Adquisicion intangibles,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Adquisición de activos intangibles 16 (6.139) (4.802),-6139,-6139.0,True,ACEPTADO,ALTA
2025,c_adquisicion_intangibles,CF - Adquisicion intangibles,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Adquisición de activos intangibles 16 (6.346) (6.139),-6346,-6346.0,True,ACEPTADO,ALTA
2020,c_flujo_inversion,Flujo neto actividades de inversion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades de Inversión (27.968) (20.416),-20416,-20416.0,True,ACEPTADO,ALTA
2021,c_flujo_inversion,Flujo neto actividades de inversion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades de Inversión (27.968) (20.416),-27968,-27968.0,True,ACEPTADO,ALTA
2022,c_flujo_inversion,Flujo neto actividades de inversion,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto (usado en) las $ 11.898 $ (27.968),11898,11898.0,True,ACEPTADO,ALTA
2023,c_flujo_inversion,Flujo neto actividades de inversion,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto las $ 1.539 $ 11.898,1539,1539.0,True,ACEPTADO,ALTA
2024,c_flujo_inversion,Flujo neto actividades de inversion,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Flujo neto de efectivo provisto en las $ 88.797 $ 1.539,88797,88797.0,True,ACEPTADO,ALTA
2025,c_flujo_inversion,Flujo neto actividades de inversion,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo provisto en las $ 21.033 $ 88.797,21033,21033.0,True,ACEPTADO,ALTA
2020,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pagos parte principal del pasivo por arrendamiento (1.146) (1.223),-1223,-1223.0,True,ACEPTADO,ALTA
2021,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pagos parte principal del pasivo por arrendamiento (1.146) (1.223),-1146,-1146.0,True,ACEPTADO,ALTA
2022,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pagos parte principal del pasivo por arrendamiento (1.535) (1.146),-1535,-1535.0,True,ACEPTADO,ALTA
2023,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pagos parte principal del pasivo por arrendamiento (1.463) (1.535),-1463,-1463.0,True,ACEPTADO,ALTA
2024,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,Pagos parte principal del pasivo por arrendamiento (1.783) (1.463),-1783,-1783.0,True,ACEPTADO,ALTA
2025,c_pagos_arrendamiento,CF - Pagos parte principal arrendamientos,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Pagos parte principal del pasivo por arrendamiento (2.146) (1.783),-2146,-2146.0,True,ACEPTADO,ALTA
2020,c_dividendos,CF - Dividendos decretados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Dividendos decretados, pagados (57.245) (43.264)",-43264,-43264.0,True,ACEPTADO,ALTA
2021,c_dividendos,CF - Dividendos decretados,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Dividendos decretados, pagados (57.245) (43.264)",-57245,-57245.0,True,ACEPTADO,ALTA
2022,c_dividendos,CF - Dividendos decretados,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Dividendos decretados, pendientes pagar (56.872) (57.245)",-56872,-56872.0,True,ACEPTADO,ALTA
2023,c_dividendos,CF - Dividendos decretados,Estados Financieros_2023.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Dividendos decretados, pendientes pagar (39.739) (56.872)",-39739,-39739.0,True,ACEPTADO,ALTA
2024,c_dividendos,CF - Dividendos decretados,Estados Financieros_2024.pdf,ESTADO DE FLUJO DE EFECTIVO,6,,"Dividendos decretados, pendientes pagar (59.859) (39.739)",-59859,-59859.0,True,ACEPTADO,ALTA
2025,c_dividendos,CF - Dividendos decretados,Estados Financieros_2025.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,"Dividendos decretados, pendientes pagar (5.033) (59.859)",-5033,-5033.0,True,ACEPTADO,ALTA
2020,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades de financiación (58.391) (44.487),-44487,-44487.0,True,ACEPTADO,ALTA
2021,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2021.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades de financiación (58.391) (44.487),-58391,-58391.0,True,ACEPTADO,ALTA
2022,c_flujo_financiacion,Flujo neto actividades de financiacion,Estados Financieros_2022.pdf,ESTADO DE FLUJO DE EFECTIVO,5,,Flujo neto de efectivo (usado en) las actividades $ (58.407) $ (58.391),-58407,-58407.0,True,ACEPTADO,ALTA
